Gene stable ID,Gene name,Gene start (bp),Gene end (bp)
ENSG00000277203,F8A1,154886349,154888061
ENSG00000260327,ACTR3BP3,32379071,32380049
ENSG00000162592,CCDC27,3746460,3771645
ENSG00000221533,MIR1184-1,154887360,154887458
ENSG00000224069,BX842559.1,154897561,154898092
ENSG00000260866,AC138915.2,32388135,32436203
ENSG00000237859,EEF1A1P31,154908885,154919103
ENSG00000233688,BX842559.2,154919578,154920182
ENSG00000140153,WDR20,102139503,102224847
ENSG00000165775,FUNDC2,155025980,155060304
ENSG00000260307,PABPC1P13,32439069,32441159
ENSG00000261541,AC138915.3,32454612,32458758
ENSG00000267033,AC020911.1,16186276,16189458
ENSG00000260662,AC138915.1,32460266,32460362
ENSG00000275901,Metazoa_SRP,16187313,16187566
ENSG00000287961,AC020911.3,16197080,16197738
ENSG00000261233,ABCD1P3,32475051,32478250
ENSG00000259615,AC013391.1,89579765,89582297
ENSG00000235169,SMIM1,3772749,3775982
ENSG00000166813,KIF7,89608789,89655467
ENSG00000259966,AC137800.1,32600299,32615639
ENSG00000072958,AP1M1,16197854,16245906
ENSG00000262187,AC137800.2,32618733,32622184
ENSG00000261111,AC133569.1,32635673,32636045
ENSG00000261569,AC138907.7,32649193,32663956
ENSG00000288258,BX470111.1,155061622,155065519
ENSG00000182712,CMC4,155061622,155071136
ENSG00000261263,AC138907.5,32650195,32650910
ENSG00000130764,LRRC47,3778559,3796498
ENSG00000260311,AC138907.1,32663925,32666533
ENSG00000235122,AL121974.1,49714325,49820503
ENSG00000183632,TP53TG3,32673528,32676732
ENSG00000214827,MTCP1,155064034,155147937
ENSG00000266075,RN7SL574P,3782815,3783111
ENSG00000272153,AL365330.1,3785008,3785538
ENSG00000166819,PLIN1,89664367,89679427
ENSG00000260974,AC138907.3,32675037,32678831
ENSG00000261391,AC138907.6,32715931,32716056
ENSG00000185515,BRCC3,155071420,155123077
ENSG00000260864,ABHD17AP7,32726615,32729537
ENSG00000260845,AC138907.2,32735909,32741094
ENSG00000279127,AL121950.1,49721931,49724007
ENSG00000261108,AC138907.4,32739627,32740166
ENSG00000080823,MOK,102224500,102305190
ENSG00000260644,HERC2P5,32741314,32776196
ENSG00000096006,CRISP3,49727376,49744437
ENSG00000253210,AC040970.1,141124717,141130064
ENSG00000166821,PEX11A,89677764,89690783
ENSG00000022567,SLC45A4,141207166,141308305
ENSG00000278950,AC138907.8,32781883,32784138
ENSG00000279780,AC138907.9,32786394,32787379
ENSG00000279795,AC138907.10,32787962,32788944
ENSG00000260158,AC137761.1,32809556,32824645
ENSG00000261719,AC137761.2,32811029,32811251
ENSG00000259934,AC142086.2,32845964,32846180
ENSG00000241362,RPL36AP43,89687937,89688243
ENSG00000263573,MIR4270,15496239,15496308
ENSG00000288077,AC027129.1,15501439,15504060
ENSG00000259303,IGHV2OR16-5,32847713,32848156
ENSG00000140527,WDR93,89690811,89743638
ENSG00000260047,BCAP31P2,32869985,32873128
ENSG00000214617,SLC6A10P,32877469,32885501
ENSG00000241064,RN7SL110P,15506623,15506905
ENSG00000170950,PGK2,49785660,49787285
ENSG00000237523,LINC00857,80207372,80219657
ENSG00000226707,AL359458.1,49823712,49824782
ENSG00000234319,RPS12P2,80215851,80216119
ENSG00000234382,AL513174.1,80233664,80245367
ENSG00000124812,CRISP1,49834257,49877096
ENSG00000234743,EIF5AP4,80247219,80247683
ENSG00000279359,AL359195.2,80249710,80254121
ENSG00000151224,MAT1A,80271820,80289658
ENSG00000235991,BX293995.1,155137111,155156503
ENSG00000214614,AC142086.1,32882586,32888874
ENSG00000155959,VBP1,155197007,155239841
ENSG00000261834,IGHV3OR16-15,32903442,32903894
ENSG00000270864,IGHV3OR16-6,32915074,32915536
ENSG00000277304,AC142086.6,32916974,32946392
ENSG00000280035,AC011676.5,141224288,141226947
ENSG00000260610,AC142086.3,32931768,32932569
ENSG00000116198,CEP104,3812086,3857396
ENSG00000253307,AC011676.1,141252286,141253292
ENSG00000259561,AC079075.1,89704665,89705415
ENSG00000261259,AC142086.5,32951993,33028037
ENSG00000232950,ZNF519P1,80297720,80299655
ENSG00000206590,RNU6-132P,89714232,89714338
ENSG00000254019,AC011676.2,141254565,141256817
ENSG00000235858,AL359195.1,80333771,80334426
ENSG00000259852,IGHV1OR16-2,32978461,32978891
ENSG00000166823,MESP1,89748661,89751310
ENSG00000254197,AC011676.3,141278228,141292862
ENSG00000254291,AC011676.4,141326130,141327137
ENSG00000170788,DYDC1,80336105,80356755
ENSG00000233732,IGHV3OR16-10,32995048,32995505
ENSG00000253595,LINC01300,141340505,141344621
ENSG00000267275,AC020911.2,16283359,16324514
ENSG00000260921,AC142086.4,32995537,32996770
ENSG00000259441,MRPL15P1,89752296,89753493
ENSG00000259997,IGHV1OR16-4,33002333,33002621
ENSG00000261655,AC100803.3,141353403,141355365
ENSG00000127528,KLF2,16324826,16328685
ENSG00000188095,MESP2,89760591,89778754
ENSG00000204882,GPR20,141356470,141367286
ENSG00000271130,IGHV3OR16-8,33009175,33009620
ENSG00000224978,BX682237.1,155212921,155213638
ENSG00000260141,AC145350.2,33043609,33095431
ENSG00000277825,AC020917.3,16352462,16353182
ENSG00000131373,HACL1,15560699,15601852
ENSG00000214643,DEFB133,49946021,49950265
ENSG00000244998,AC100803.2,141389939,141392574
ENSG00000155961,RAB39B,155258235,155264491
ENSG00000260900,AC145350.3,33059936,33060098
ENSG00000166825,ANPEP,89784895,89815401
ENSG00000261599,HERC2P8,33094204,33129090
ENSG00000184489,PTP4A3,141391995,141432454
ENSG00000177684,DEFB114,49960249,49964164
ENSG00000155962,CLIC2,155276211,155334657
ENSG00000214642,DEFB113,49968677,49969625
ENSG00000203970,DEFB110,50009138,50021994
ENSG00000133665,DYDC2,80344745,80368073
ENSG00000180872,DEFB112,50042099,50049929
ENSG00000225008,AC234781.2,155290360,155291353
ENSG00000228986,AC234781.3,155292169,155293432
ENSG00000226733,AL138826.1,50093389,50181007
ENSG00000230491,AC234781.4,155310247,155310490
ENSG00000224216,AC234781.1,155334858,155351957
ENSG00000127527,EPS15L1,16355239,16472085
ENSG00000230578,AC234781.5,155348752,155349799
ENSG00000261682,AC145350.4,33129316,33134499
ENSG00000286405,AL132799.1,50411844,50415875
ENSG00000211584,SLC48A1,47753916,47782751
ENSG00000259800,AC145350.1,33130235,33130442
ENSG00000233470,AL360175.1,50514035,50521104
ENSG00000277858,H2AB2,155380709,155381299
ENSG00000274791,F8A2,155382115,155383230
ENSG00000230472,AL135908.1,50587607,50637205
ENSG00000226807,MROH5,141433829,141507230
ENSG00000261536,ABHD17AP9,33140850,33143797
ENSG00000221190,MIR1184-2,155383100,155383198
ENSG00000008197,TFAP2D,50713526,50773033
ENSG00000277150,F8A3,155456914,155458620
ENSG00000221603,MIR1184-3,155457517,155457615
ENSG00000277745,H2AB3,155459415,155460005
ENSG00000260414,AC138869.1,33154352,33154475
ENSG00000224533,TMLHE-AS1,155466540,155611616
ENSG00000260419,AC138869.2,33191561,33195354
ENSG00000205457,TP53TG3C,33193659,33196858
ENSG00000008196,TFAP2B,50818723,50847619
ENSG00000225393,BX571846.1,155468286,155487046
ENSG00000185973,TMLHE,155489011,155719098
ENSG00000122378,PRXL2A,80407829,80437115
ENSG00000277173,AC004241.4,47768529,47769648
ENSG00000260827,AC138869.3,33203773,33206462
ENSG00000060303,RPS17P5,50857255,50857662
ENSG00000261507,AC141257.2,33206431,33330342
ENSG00000216913,AL049693.1,50897615,50898225
ENSG00000275034,TP53TG3E,33303739,33306935
ENSG00000230204,FTH1P5,50912712,50913256
ENSG00000270306,AL158050.2,51385282,51385849
ENSG00000232702,AL158050.1,51410081,51410537
ENSG00000212532,AL365219.1,51464690,51464765
ENSG00000214641,AL445529.1,51537155,51537543
ENSG00000282973,AC141257.3,33345182,33345396
ENSG00000228689,AL355997.1,51599723,51623428
ENSG00000261509,TP53TG3B,33360274,33363478
ENSG00000168939,SPRY3,155612572,155782459
ENSG00000271959,AC100803.4,141434545,141437954
ENSG00000237801,AMD1P2,155828585,155829576
ENSG00000170927,PKHD1,51615299,52087613
ENSG00000237040,DPH3P2,155875636,155875885
ENSG00000238854,AC100803.1,141447475,141447549
ENSG00000253605,HNRNPA1P38,141459075,141460031
ENSG00000061273,HDAC7,47782722,47833132
ENSG00000287325,AC138647.2,141507333,141509785
ENSG00000124333,VAMP7,155881345,155943769
ENSG00000261009,AC141257.1,33370473,33372915
ENSG00000226490,AC138647.1,141514638,141518737
ENSG00000283110,AC141257.4,33386105,33386349
ENSG00000287677,AC025839.1,141581658,141662209
ENSG00000278848,TP53TG3F,33459045,33462249
ENSG00000221768,MIR1302-7,141786242,141786313
ENSG00000254864,AC107884.2,7568866,7572046
ENSG00000254183,AC104417.1,141968091,141968841
ENSG00000282927,AC136944.6,33484887,33485131
ENSG00000262090,AC136944.5,33495943,33496093
ENSG00000261710,AC104417.2,142089827,142091619
ENSG00000260626,AC136944.1,33533816,33534976
ENSG00000287332,AC103758.1,142111414,142185527
ENSG00000261200,AC136944.2,33541842,33545812
ENSG00000265247,MIR4472-1,142176339,142176418
ENSG00000254008,LINC00051,142198356,142209003
ENSG00000261466,AC136944.4,33548297,33554408
ENSG00000261405,AC136944.3,33562649,33570935
ENSG00000259882,AC142384.1,33577502,33622547
ENSG00000171045,TSNARE1,142212080,142403182
ENSG00000108219,TSPAN14,80454166,80533124
ENSG00000242628,AC009228.1,24210650,24222201
ENSG00000157823,AP3S2,89830599,89894638
ENSG00000260518,BMS1P8,33687025,33707213
ENSG00000251805,AC009228.2,24273614,24273741
ENSG00000166394,CYB5R2,7665100,7677222
ENSG00000232963,HMGN2P20,24330402,24330674
ENSG00000233747,RPL36AP13,24334512,24335152
ENSG00000228410,ELOCP24,155978992,155979325
ENSG00000286829,AC093798.1,24402995,24413292
ENSG00000223484,TRPC6P,155985370,155986249
ENSG00000282924,AC136428.4,33723356,33763773
ENSG00000124334,IL9R,155997581,156010817
ENSG00000261580,ENPP7P13,33769421,33769679
ENSG00000260308,AC136428.2,33771035,33771248
ENSG00000270467,IGHV3OR16-12,33802764,33803217
ENSG00000261153,AC136428.3,33808778,33810767
ENSG00000271178,IGHV3OR16-13,33827214,33827661
ENSG00000259680,AC136428.1,33844784,33845229
ENSG00000270924,AC140658.6,33848476,33848644
ENSG00000271691,AC140658.7,33851785,33852069
ENSG00000022976,ZNF839,102317377,102342702
ENSG00000260312,AC140658.2,33857935,33858864
ENSG00000270726,AJ271736.1,156004218,156022236
ENSG00000270318,IGHV3OR16-11,33858896,33859352
ENSG00000185203,WASIR1,156014623,156016837
ENSG00000260525,AC140658.3,33875039,33875468
ENSG00000260781,ARHGAP23P1,33907419,33937167
ENSG00000182484,WASH6P,156020826,156025710
ENSG00000271620,IGHV3OR16-7,33938337,33938799
ENSG00000261607,AC140658.4,33948278,33948548
ENSG00000259842,IGHV3OR16-16,33949976,33950420
ENSG00000205452,AC140658.1,33964547,33976346
ENSG00000270401,AC140658.5,33965655,33966091
ENSG00000198555,AC133561.1,33976039,33987630
ENSG00000253602,RN7SL260P,142247585,142247866
ENSG00000261693,AC134682.1,142403652,142407028
ENSG00000084676,NCOA1,24491914,24770702
ENSG00000181790,ADGRB1,142449430,142545009
ENSG00000261217,BCAP31P1,33988406,33991551
ENSG00000259990,AC133561.2,34013394,34013830
ENSG00000227159,DDX11L16,156025664,156027877
ENSG00000283065,AC133561.4,34015260,34015477
ENSG00000250021,ARPIN-AP3S2,89834308,89912882
ENSG00000261197,AC133561.3,34051140,34051363
ENSG00000262561,AC136932.1,34120470,34120677
ENSG00000261440,DUX4L45,34135736,34136792
ENSG00000260087,PCMTD1P2,34139189,34139543
ENSG00000259987,DUX4L46,34141256,34142006
ENSG00000169598,DFFB,3857267,3885429
ENSG00000260207,DUX4L47,34142456,34142849
ENSG00000256642,LINC00273,34158585,34160036
ENSG00000200434,RNA5-8SP2,34162959,34163110
ENSG00000279800,BCLAF1P2,34266041,34268649
ENSG00000226659,AC021028.1,80529597,80535942
ENSG00000284209,FP325313.1,34353616,34381110
ENSG00000264966,MIR5094,89850637,89850721
ENSG00000259677,AC027176.2,89876540,89877285
ENSG00000288300,FP325313.3,34387599,34389827
ENSG00000178217,SH2D4B,80537902,80646560
ENSG00000264796,MIR5009,89883931,89884030
ENSG00000212420,RNU6-1111P,89886485,89886591
ENSG00000286968,FP325313.2,34446566,34448866
ENSG00000242498,ARPIN,89895006,89912952
ENSG00000279165,AC135776.4,34941977,34943880
ENSG00000287353,AC135776.5,34962970,34965270
ENSG00000260854,LINC02184,34978744,34979844
ENSG00000100865,CINP,102341102,102362916
ENSG00000240641,RN7SL580P,51975673,51975959
ENSG00000179755,AC135776.1,35021749,35024229
ENSG00000207604,MIR206,52144349,52144434
ENSG00000225613,LINCMD1,52146814,52151119
ENSG00000199080,MIR133B,52148923,52149041
ENSG00000261566,AC135776.2,35022851,35024250
ENSG00000112115,IL17A,52186375,52190638
ENSG00000262885,AC135776.3,35023339,35023765
ENSG00000216671,CCNYL3,35040164,35084313
ENSG00000278138,CLUHP11,35068211,35085060
ENSG00000183378,OVCH2,7689437,7706421
ENSG00000252645,RNU7-111P,89897576,89897637
ENSG00000231082,LINC02655,80649797,80653732
ENSG00000259273,AC027176.1,89936492,89937005
ENSG00000233353,RPS7P9,80716483,80717068
ENSG00000261053,NAMPTP3,35085896,35086119
ENSG00000280377,AC027176.3,89950760,89951345
ENSG00000112116,IL17F,52236681,52244500
ENSG00000233703,AC027673.1,80749632,80751231
ENSG00000260809,VPS35P1,35090501,35104834
ENSG00000231060,FARSBP1,80776165,80778088
ENSG00000140548,ZNF710,90001324,90082206
ENSG00000227209,WARS2P1,80940665,80941201
ENSG00000226466,RPA2P2,81136540,81137335
ENSG00000287358,AL096706.1,81870778,81875133
ENSG00000218363,SLC25A20P1,52246460,52247362
ENSG00000259979,VN1R68P,35118238,35118956
ENSG00000260724,VN1R69P,35134514,35135075
ENSG00000185737,NRG3,81875194,82987179
ENSG00000261800,AC023824.5,35143722,35146129
ENSG00000265871,MIR3174,90006755,90006841
ENSG00000273691,AC087284.1,90024955,90026003
ENSG00000112118,MCM3,52264014,52284881
ENSG00000259291,ZNF710-AS1,90074512,90082207
ENSG00000196663,TECPR2,102362941,102502477
ENSG00000275612,AC104237.2,7698951,7699393
ENSG00000198912,C1orf174,3889125,3900293
ENSG00000280180,AC023824.6,35148636,35154366
ENSG00000276668,AC104237.3,7699562,7699988
ENSG00000276376,U7,90076424,90076486
ENSG00000261461,UBE2MP1,35169692,35170241
ENSG00000271758,AC044810.3,7704628,7882947
ENSG00000182054,IDH2,90083045,90102477
ENSG00000261608,SLC25A1P4,35173316,35174093
ENSG00000254707,AC104237.1,7705288,7709517
ENSG00000260073,AC023824.1,35192687,35195661
ENSG00000232722,MROH4P,142567260,142577881
ENSG00000176716,OR10AB1P,7726436,7729684
ENSG00000260590,AC023824.2,35193335,35193734
ENSG00000236423,LINC01134,3900352,3917225
ENSG00000227892,OR5P4P,7745990,7746906
ENSG00000261398,AC023824.4,35195779,35197544
ENSG00000260958,AC023824.3,35207884,35284146
ENSG00000254951,AC044810.2,7754393,7905955
ENSG00000198576,ARC,142611049,142614479
ENSG00000261274,TP53TG3GP,35207903,35208236
ENSG00000233304,LINC01346,3940486,3955262
ENSG00000166408,OR5P1P,7772890,7773814
ENSG00000260967,RARRES2P5,35221583,35222048
ENSG00000241008,AC044810.1,7783697,7784407
ENSG00000260984,FGFR3P5,35232412,35235984
ENSG00000261044,AP006547.1,142620373,142621064
ENSG00000183303,OR5P2,7795905,7796973
ENSG00000259897,FRG2JP,35245916,35247534
ENSG00000277332,AC108002.2,142638596,142640648
ENSG00000182334,OR5P3,7824818,7830840
ENSG00000261010,RARRES2P6,35255192,35255633
ENSG00000170688,OR5E1P,7848700,7849626
ENSG00000261752,AGGF1P8,35258630,35259629
ENSG00000234616,JRK,142657460,142681968
ENSG00000252769,RNU6-943P,7889182,7889279
ENSG00000260846,FRG2HP,35335277,35336889
ENSG00000279000,OR10A6,7924592,7931268
ENSG00000261486,RARRES2P9,35344091,35344559
ENSG00000260427,AGGF1P9,35347385,35348297
ENSG00000260480,C2orf69P4,35352482,35353022
ENSG00000170683,OR10A3,7937171,7941708
ENSG00000226374,LINC01345,3944547,3949024
ENSG00000259841,LINC01566,35363412,35390584
ENSG00000182261,NLRP10,7957537,7965426
ENSG00000260291,FRG2GP,35384144,35385086
ENSG00000284668,LINC02780,3976133,4012704
ENSG00000261689,AGGF1P4,35389203,35390003
ENSG00000260598,FRG2IP,35405747,35407349
ENSG00000284703,AL805961.1,4012921,4019508
ENSG00000229280,EEF1DP6,4175528,4175899
ENSG00000260812,RARRES2P7,35414279,35414747
ENSG00000260680,AGGF1P5,35420291,35421209
ENSG00000261299,C2orf69P3,35425364,35426483
ENSG00000278681,AC018558.4,35435303,35436341
ENSG00000214581,ZNF971P,35446898,35449411
ENSG00000235054,LINC01777,4412027,4424689
ENSG00000287163,AC018558.6,35450898,35452987
ENSG00000261711,FRG2DP,35477414,35480481
ENSG00000175390,EIF3F,7970251,8001862
ENSG00000260153,RARRES2P10,35485766,35486225
ENSG00000259685,IDH2-DT,90102649,90138016
ENSG00000167653,PSCA,142670308,142682725
ENSG00000259836,AGGF1P6,35489237,35490212
ENSG00000261350,AC018558.2,35491174,35492395
ENSG00000285739,AC010157.2,82207620,82210345
ENSG00000260341,C2orf69P2,35492324,35493446
ENSG00000229458,AC010157.1,82224213,82229179
ENSG00000261445,AC018558.3,35493754,35496457
ENSG00000225738,NRG3-AS1,82228985,82232920
ENSG00000185033,SEMA4B,90160604,90229679
ENSG00000287448,AC018558.7,35499494,35522465
ENSG00000260857,AC018558.1,35504370,35506567
ENSG00000212330,RNU6-244P,102501676,102501779
ENSG00000207275,RNU6-441P,82340771,82340876
ENSG00000200774,RNU6-478P,83067962,83068071
ENSG00000234931,MARK2P15,83311628,83314475
ENSG00000156381,ANKRD9,102501767,102509799
ENSG00000284694,AL355602.1,4479131,4484375
ENSG00000160886,LY6K,142700111,142705127
ENSG00000233945,LINC02650,83672406,83677122
ENSG00000227169,Z98747.1,4551735,4552145
ENSG00000286876,AC069540.2,83708841,83724834
ENSG00000232596,LINC01646,4571481,4594016
ENSG00000269622,TP53TG3HP,35506592,35507170
ENSG00000223565,AC069540.1,83735506,83736493
ENSG00000212324,RNU6-129P,83764358,83764464
ENSG00000233258,AL390786.1,83911654,83912922
ENSG00000282946,AC018558.5,35528367,35529318
ENSG00000200789,RNU1-65P,84003332,84003479
ENSG00000259996,RARRES2P8,35543279,35543645
ENSG00000212769,HMGN2P8,84081429,84081995
ENSG00000266015,MIR4309,102539644,102539726
ENSG00000259230,LINC02323,102545254,102555826
ENSG00000271933,AL603756.1,84138420,84140582
ENSG00000260994,AGGF1P7,35547917,35548829
ENSG00000239224,RN7SL546P,102582888,102583177
ENSG00000261046,C2orf69P1,35552909,35554001
ENSG00000165678,GHITM,84139509,84153568
ENSG00000089902,RCOR1,102592649,102730561
ENSG00000260134,C1QL1P1,35574834,35575494
ENSG00000170915,PAQR8,52361421,52407777
ENSG00000260746,KIF18BP1,35636687,35645180
ENSG00000196581,AJAP1,4654609,4792534
ENSG00000259791,AC092325.1,35640029,35640582
ENSG00000253741,LNCOC1,142701857,142727016
ENSG00000260522,AC106785.1,35722268,35722529
ENSG00000251915,RNA5SP406,35734393,35734504
ENSG00000222207,RNA5SP407,35734639,35734748
ENSG00000251924,RNA5SP408,35735372,35735471
ENSG00000252624,RNA5SP409,35735625,35735733
ENSG00000261122,LINC02167,35743268,35756515
ENSG00000254642,COX6CP5,7977481,7977708
ENSG00000255420,CASC23,8011278,8016520
ENSG00000130193,THEM6,142727223,142736927
ENSG00000230988,RPL23AP11,102662240,102662708
ENSG00000252094,RNA5SP410,35745989,35746094
ENSG00000169814,BTD,15601341,15722311
ENSG00000276599,RNA5SP411,35746523,35746636
ENSG00000202459,Y_RNA,102695388,102695495
ENSG00000259508,AL132801.1,102770040,102774791
ENSG00000277004,RNA5SP412,35746772,35746894
ENSG00000252182,RNA5SP413,35747032,35747140
ENSG00000274228,RNA5SP414,35748520,35748655
ENSG00000253055,RNA5SP415,35750061,35750175
ENSG00000252647,RNA5SP416,35751574,35751684
ENSG00000096093,EFHC1,52362123,52529886
ENSG00000252268,RNA5SP417,35751828,35751935
ENSG00000253806,AC108002.1,142727283,142727690
ENSG00000251760,RNA5SP418,35752826,35752942
ENSG00000285972,CERNA2,84167228,84172093
ENSG00000251717,RNA5SP419,35753796,35753930
ENSG00000131323,TRAF3,102777449,102911500
ENSG00000252806,RNA5SP420,35754046,35754182
ENSG00000126233,SLURP1,142740949,142742406
ENSG00000287586,Z98886.1,4730211,4734992
ENSG00000252673,RNA5SP421,35754555,35754688
ENSG00000188373,C10orf99,84173801,84185294
ENSG00000252587,RNA5SP422,35754923,35755033
ENSG00000252936,RNA5SP423,35755177,35755285
ENSG00000166402,TUB,8019244,8106243
ENSG00000260611,AC106785.2,35785569,35786887
ENSG00000284739,BX005132.1,4963954,4973298
ENSG00000261620,HMGN2P41,35802869,35803280
ENSG00000284674,LINC02781,4973381,4981568
ENSG00000261515,VN1R70P,35836886,35837732
ENSG00000197353,LYPD2,142750150,142752532
ENSG00000231510,LINC02782,5086459,5090899
ENSG00000261782,AC116553.1,35879036,35879498
ENSG00000284616,AL139823.1,5301928,5307394
ENSG00000279666,AC116553.2,35903117,35904916
ENSG00000148600,CDHR1,84194537,84219621
ENSG00000261084,PPP1R1AP2,35912120,35912516
ENSG00000284692,Z98259.3,5478736,5493057
